css_service_id,attribute_name,attribute_value
SAS00967,Asset ID,SAS00967
SAS00967,Access Line ID,AL000967
SAS00967,Circuit ID,CIR000967
SAS00967,Technology Type,FTTP
SAS00968,Asset ID,SAS00968
SAS00968,Access Line ID,AL000968
SAS00968,Circuit ID,CIR000968
SAS00968,Technology Type,FTTC
SAS00969,Asset ID,SAS00969
SAS00969,Access Line ID,AL000969
SAS00969,Circuit ID,CIR000969
SAS00969,Technology Type,Copper
SAS00970,Asset ID,SAS00970
SAS00970,Access Line ID,AL000970
SAS00970,Circuit ID,CIR000970
SAS00970,Technology Type,FTTC
SAS00971,Asset ID,SAS00971
SAS00971,Access Line ID,AL000971
SAS00971,Circuit ID,CIR000971
SAS00971,Technology Type,Copper
SAS00972,Asset ID,SAS00972
SAS00972,Access Line ID,AL000972
SAS00972,Circuit ID,CIR000972
SAS00972,Technology Type,FTTC
SAS00973,Asset ID,SAS00973
SAS00973,Access Line ID,AL000973
SAS00973,Circuit ID,CIR000973
SAS00973,Technology Type,Copper
SAS00974,Asset ID,SAS00974
SAS00974,Access Line ID,AL000974
SAS00974,Circuit ID,CIR000974
SAS00974,Technology Type,FTTC
SAS00975,Asset ID,SAS00975
SAS00975,Access Line ID,AL000975
SAS00975,Circuit ID,CIR000975
SAS00975,Technology Type,FTTC
SAS00976,Asset ID,SAS00976
SAS00976,Access Line ID,AL000976
SAS00976,Circuit ID,CIR000976
SAS00976,Technology Type,FTTC
CSSS00977,Asset ID,SAS00977
CSSS00977,Access Line ID,AL000977
CSSS00977,Circuit ID,CIR000977
CSSS00977,Technology Type,Copper
CSSS00978,Asset ID,SAS00978
CSSS00978,Access Line ID,AL000978
CSSS00978,Circuit ID,CIR000978
CSSS00978,Technology Type,FTTP
SAS00979,Asset ID,SAS00979
SAS00979,Access Line ID,AL000979
SAS00979,Circuit ID,CIR000979
SAS00979,Technology Type,Copper
SAS00980,Asset ID,SAS00980
SAS00980,Access Line ID,AL000980
SAS00980,Circuit ID,CIR000980
SAS00980,Technology Type,FTTC
SAS00981,Asset ID,SAS00981
SAS00981,Access Line ID,AL000981
SAS00981,Circuit ID,CIR000981
SAS00981,Technology Type,FTTP
SAS00982,Asset ID,SAS00982
SAS00982,Access Line ID,AL000982
SAS00982,Circuit ID,CIR000982
SAS00982,Technology Type,FTTC
SAS00983,Asset ID,SAS00983
SAS00983,Access Line ID,AL000983
SAS00983,Circuit ID,CIR000983
SAS00983,Technology Type,Copper
SAS00984,Asset ID,SAS00984
SAS00984,Access Line ID,AL000984
SAS00984,Circuit ID,CIR000984
SAS00984,Technology Type,FTTC
SAS00985,Asset ID,SAS00985
SAS00985,Access Line ID,AL000985
SAS00985,Circuit ID,CIR000985
SAS00985,Technology Type,Copper
SAS00986,Asset ID,SAS00986
SAS00986,Access Line ID,AL000986
SAS00986,Circuit ID,CIR000986
SAS00986,Technology Type,FTTC
SAS00987,Asset ID,SAS00987
SAS00987,Access Line ID,AL000987
SAS00987,Circuit ID,CIR000987
SAS00987,Technology Type,Copper
SAS00988,Asset ID,SAS00988
SAS00988,Access Line ID,AL000988
SAS00988,Circuit ID,CIR000988
SAS00988,Technology Type,Copper
SAS00989,Asset ID,SAS00989
SAS00989,Access Line ID,AL000989
SAS00989,Circuit ID,CIR000989
SAS00989,Technology Type,FTTP
SAS00990,Asset ID,SAS00990
SAS00990,Access Line ID,AL000990
SAS00990,Circuit ID,CIR000990
SAS00990,Technology Type,Copper
SAS00991,Asset ID,SAS00991
SAS00991,Access Line ID,AL000991
SAS00991,Circuit ID,CIR000991
SAS00991,Technology Type,FTTP
SAS00992,Asset ID,SAS00992
SAS00992,Access Line ID,AL000992
SAS00992,Circuit ID,CIR000992
SAS00992,Technology Type,FTTC
SAS00993,Asset ID,SAS00993
SAS00993,Access Line ID,AL000993
SAS00993,Circuit ID,CIR000993
SAS00993,Technology Type,FTTP
SAS00994,Asset ID,SAS00994
SAS00994,Access Line ID,AL000994
SAS00994,Circuit ID,CIR000994
SAS00994,Technology Type,FTTC
CSSS00995,Asset ID,SAS00995
CSSS00995,Access Line ID,AL000995
CSSS00995,Circuit ID,CIR000995
CSSS00995,Technology Type,FTTC
SAS00996,Asset ID,SAS00996
SAS00996,Access Line ID,AL000996
SAS00996,Circuit ID,CIR000996
SAS00996,Technology Type,FTTP
CSSS00997,Asset ID,SAS00997
CSSS00997,Access Line ID,AL000997
CSSS00997,Circuit ID,CIR000997
CSSS00997,Technology Type,FTTC
SAS00998,Asset ID,SAS00998
SAS00998,Access Line ID,AL000998
SAS00998,Circuit ID,CIR000998
SAS00998,Technology Type,FTTC
CSSS00999,Asset ID,SAS00999
CSSS00999,Access Line ID,AL000999
CSSS00999,Circuit ID,CIR000999
CSSS00999,Technology Type,FTTP
SAS01000,Asset ID,SAS01000
SAS01000,Access Line ID,AL001000
SAS01000,Circuit ID,CIR001000
SAS01000,Technology Type,FTTC
