asset_id,attribute_name,attribute_value
SAS00962,Circuit ID,CIR000962
SAS00962,Postcode,MK6 5AA
SAS00962,Technology Type,FTTP
SAS00963,Access Line ID,AL000963
SAS00963,Circuit ID,CIR000963
SAS00963,Postcode,MK18 4AA
SAS00963,Technology Type,FTTP
SAS00964,Access Line ID,AL000964
SAS00964,Circuit ID,CIR000964
SAS00964,Postcode,MK8 2AA
SAS00964,Technology Type,FTTP
SAS00965,Access Line ID,AL000965
SAS00965,Circuit ID,CIR000965
SAS00965,Postcode,MK9 2AA
SAS00965,Technology Type,Copper
SAS00966,Access Line ID,AL000966
SAS00966,Circuit ID,CIR000966
SAS00966,Postcode,MK12 2AA
SAS00966,Technology Type,Copper
SAS00967,Access Line ID,AL000967
SAS00967,Circuit ID,CIR000967
SAS00967,Postcode,MK14 9AA
SAS00967,Technology Type,FTTP
SAS00968,Access Line ID,AL000968
SAS00968,Circuit ID,CIR000968
SAS00968,Postcode,MK20 9AA
SAS00968,Technology Type,FTTC
SAS00969,Access Line ID,AL000969
SAS00969,Circuit ID,CIR000969
SAS00969,Postcode,MK1 9AA
SAS00969,Technology Type,Copper
SAS00970,Access Line ID,AL000970
SAS00970,Circuit ID,CIR000970
SAS00970,Postcode,MK15 5AA
SAS00970,Technology Type,FTTC
SAS00971,Access Line ID,AL000971
SAS00971,Circuit ID,CIR000971
SAS00971,Postcode,MK19 1AA
SAS00971,Technology Type,Copper
SAS00972,Access Line ID,AL000972
SAS00972,Circuit ID,CIR000972
SAS00972,Postcode,MK8 3AA
SAS00972,Technology Type,FTTC
SAS00973,Access Line ID,AL000973
SAS00973,Circuit ID,CIR000973
SAS00973,Postcode,MK14 6AA
SAS00973,Technology Type,Copper
SAS00974,Access Line ID,AL000974
SAS00974,Circuit ID,CIR000974
SAS00974,Postcode,MK9 5AA
SAS00974,Technology Type,FTTC
SAS00975,Access Line ID,AL000975
SAS00975,Circuit ID,CIR000975
SAS00975,Postcode,MK13 4AA
SAS00975,Technology Type,FTTC
SAS00976,Access Line ID,AL000976
SAS00976,Circuit ID,CIR000976
SAS00976,Postcode,MK10 8AA
SAS00976,Technology Type,FTTC
SAS00977,Access Line ID,AL000977
SAS00977,Circuit ID,CIR000977
SAS00977,Postcode,MK2 4AA
SAS00977,Technology Type,Copper
SAS00978,Access Line ID,AL000978
SAS00978,Circuit ID,CIR000978
SAS00978,Postcode,MK9 9AA
SAS00978,Technology Type,FTTP
SAS00979,Access Line ID,AL000979
SAS00979,Circuit ID,CIR000979
SAS00979,Postcode,MK1 1AA
SAS00979,Technology Type,Copper
SAS00980,Access Line ID,AL000980
SAS00980,Circuit ID,CIR000980
SAS00980,Postcode,MK3 7AA
SAS00980,Technology Type,FTTC
SAS00981,Access Line ID,AL000981
SAS00981,Circuit ID,CIR000981
SAS00981,Postcode,MK13 3AA
SAS00981,Technology Type,FTTP
SAS00982,Access Line ID,AL000982
SAS00982,Circuit ID,CIR000982
SAS00982,Postcode,MK4 9AA
SAS00982,Technology Type,FTTC
SAS00983,Access Line ID,AL000983
SAS00983,Circuit ID,CIR000983
SAS00983,Postcode,MK9 8AA
SAS00983,Technology Type,Copper
SAS00984,Access Line ID,AL000984
SAS00984,Circuit ID,CIR000984
SAS00984,Postcode,MK11 6AA
SAS00984,Technology Type,FTTC
SAS00985,Access Line ID,AL000985
SAS00985,Circuit ID,CIR000985
SAS00985,Postcode,MK14 4AA
SAS00985,Technology Type,Copper
SAS00986,Access Line ID,AL000986
SAS00986,Circuit ID,CIR000986
SAS00986,Postcode,MK15 7AA
SAS00986,Technology Type,FTTC
SAS00987,Access Line ID,AL000987
SAS00987,Circuit ID,CIR000987
SAS00987,Postcode,MK12 2AA
SAS00987,Technology Type,Copper
SAS00988,Access Line ID,AL000988
SAS00988,Circuit ID,CIR000988
SAS00988,Postcode,MK9 3AA
SAS00988,Technology Type,Copper
SAS00989,Access Line ID,AL000989
SAS00989,Circuit ID,CIR000989
SAS00989,Postcode,MK1 1AA
SAS00989,Technology Type,FTTP
SAS00990,Access Line ID,AL000990
SAS00990,Circuit ID,CIR000990
SAS00990,Postcode,MK8 5AA
SAS00990,Technology Type,Copper
SAS00991,Access Line ID,AL000991
SAS00991,Circuit ID,CIR000991
SAS00991,Postcode,MK4 9AA
SAS00991,Technology Type,FTTP
SAS00992,Access Line ID,AL000992
SAS00992,Circuit ID,CIR000992
SAS00992,Postcode,MK1 7AA
SAS00992,Technology Type,FTTC
SAS00993,Access Line ID,AL000993
SAS00993,Circuit ID,CIR000993
SAS00993,Postcode,MK10 4AA
SAS00993,Technology Type,FTTP
SAS00994,Access Line ID,AL000994
SAS00994,Circuit ID,CIR000994
SAS00994,Postcode,MK14 1AA
SAS00994,Technology Type,FTTC
SAS00995,Access Line ID,AL000995
SAS00995,Circuit ID,CIR000995
SAS00995,Postcode,MK16 7AA
SAS00995,Technology Type,FTTC
SAS00996,Access Line ID,AL000996
SAS00996,Circuit ID,CIR000996
SAS00996,Postcode,MK6 5AA
SAS00996,Technology Type,FTTP
SAS00997,Access Line ID,AL000997
SAS00997,Circuit ID,CIR000997
SAS00997,Postcode,MK15 1AA
SAS00997,Technology Type,FTTC
SAS00998,Access Line ID,AL000998
SAS00998,Circuit ID,CIR000998
SAS00998,Postcode,MK15 3AA
SAS00998,Technology Type,FTTC
SAS00999,Access Line ID,AL000999
SAS00999,Circuit ID,CIR000999
SAS00999,Postcode,MK11 2AA
SAS00999,Technology Type,FTTP
SAS01000,Access Line ID,AL001000
SAS01000,Circuit ID,CIR001000
SAS01000,Postcode,MK20 7AA
SAS01000,Technology Type,FTTC
